0,2.137804488,4.144540994
1,2.167352151,4.136149925
2,2.196774344,4.127482085
3,2.226060912,4.118525738
4,2.255201415,4.109269192
5,2.284185157,4.099700855
6,2.313001207,4.089809272
7,2.34163842,4.079583169
8,2.370085472,4.069011505
9,2.398330878,4.058083504
10,2.426363027,4.046788711
11,2.45417021,4.035117023
12,2.48174065,4.02305874
13,2.509062534,4.010604601
14,2.536124044,3.997745823
15,2.562913392,3.98447414
16,2.589418853,3.970781839
17,2.615628796,3.956661795
18,2.641531721,3.9421075
19,2.667116291,3.927113098
20,2.692371367,3.911673407
21,2.71728604,3.895783947
22,2.741849667,3.879440966
23,2.766051901,3.862641453
24,2.789882725,3.845383158
25,2.813332485,3.82766461
26,2.836391916,3.809485122
27,2.859052176,3.790844802
28,2.881304875,3.771744559
29,2.903142096,3.752186103
30,2.924556431,3.732171945
31,2.945540995,3.711705393
32,2.966089457,3.690790542
33,2.986196058,3.669432266
34,3.005855628,3.647636204
35,3.025063608,3.625408742
36,3.043816065,3.602756994
37,3.0621097,3.579688778
38,3.079941867,3.556212595
39,3.097310578,3.532337595
40,3.11421451,3.508073552
41,3.130653011,3.483430825
42,3.146626104,3.45842033
43,3.162134482,3.433053494
44,3.177179513,3.407342222
45,3.191763229,3.381298856
46,3.205888322,3.354936125
47,3.219558137,3.328267109
48,3.232776656,3.301305189
49,3.245548488,3.274063999
50,3.257878852,3.246557385
51,3.269773558,3.218799349
52,3.281238989,3.190804004
53,3.292282076,3.162585529
54,3.302910275,3.134158111
55,3.313131543,3.105535906
56,3.322954308,3.076732986
57,3.332387439,3.047763292
58,3.341440216,3.018640588
59,3.350122299,2.989378413
60,3.35844369,2.959990043
61,3.366414703,2.93048844
62,3.374045924,2.900886216
63,3.381348176,2.871195593
64,3.388332479,2.841428362
65,3.395010015,2.811595854
66,3.401392085,2.781708898
67,3.407490073,2.7517778
68,3.413315404,2.721812306
69,3.418879504,2.691821584
70,3.424193765,2.661814195
71,3.429269498,2.631798076
72,3.434117902,2.601780525
73,3.43875002,2.571768181
74,3.443176703,2.541767019
75,3.447408575,2.511782338
76,3.451455993,2.481818761
77,3.455329016,2.451880226
78,3.45903737,2.421969992
79,3.462590415,2.392090644
80,3.465997117,2.362244097
81,3.469266015,2.33243161
82,3.472405195,2.302653796
83,3.475422266,2.272910639
84,3.478324337,2.243201515
85,3.48111799,2.21352521
86,3.483809266,2.183879947
87,3.486403645,2.154263408
88,3.488906031,2.124672769
89,3.491320738,2.095104725
90,3.493651482,2.065555526
91,3.495901368,2.036021009
92,3.498072889,2.006496637
93,3.500167919,1.976977533
94,3.502187712,1.947458524
95,3.504132903,1.917934174
96,3.506003512,1.888398831
97,3.50779895,1.858846664
98,3.509518025,1.82927171
99,3.511158953,1.79966791
100,3.51271937,1.770029155
101,3.514196349,1.740349331
102,3.515586412,1.710622354
103,3.516885552,1.680842217
104,3.518089252,1.651003028
105,3.519192507,1.621099054
106,3.520189849,1.591124754
107,3.521075371,1.561074821
108,3.521842754,1.530944217
109,3.522485297,1.500728206
110,3.522995945,1.470422392
111,3.52336732,1.440022746
112,3.523591753,1.409525634
113,3.523661316,1.378927849
114,3.523567856,1.348226634
115,3.52330303,1.317419702
116,3.522858335,1.28650526
117,3.522225147,1.255482026
118,3.521394755,1.22434924
119,3.520358393,1.193106686
120,3.51910728,1.161754691
121,3.517632647,1.130294141
122,3.515925778,1.098726481
123,3.513978041,1.067053721
124,3.511780919,1.03527843
125,3.509326046,1.003403738
126,3.506605234,0.971433329
127,3.503610506,0.939371429
128,3.500334125,0.907222802
129,3.496768621,0.874992729
130,3.492906817,0.842687001
131,3.488741855,0.810311893
132,3.48426722,0.77787415
133,3.47947676,0.745380963
134,3.47436471,0.712839944
135,3.468925705,0.680259104
136,3.463154802,0.647646822
137,3.457047492,0.615011818
138,3.450599716,0.582363125
139,3.44380787,0.549710054
140,3.436668823,0.517062165
141,3.429179915,0.484429233
142,3.421338969,0.451821212
143,3.413144292,0.419248206
144,3.404594676,0.38672043
145,3.395689397,0.354248176
146,3.386428215,0.321841779
147,3.376811367,0.289511583
148,3.36683956,0.257267904
149,3.356513967,0.225121
150,3.345836214,0.193081033
151,3.33480837,0.161158042
152,3.323432932,0.129361906
153,3.311712814,0.097702317
154,3.299651327,0.066188748
155,3.287252166,0.034830429
156,3.274519385,0.003636315
157,3.261457386,-0.027384933
158,3.24807089,-0.058224979
159,3.234364921,-0.088875825
160,3.220344779,-0.119329839
161,3.206016019,-0.149579767
162,3.191384427,-0.179618752
163,3.176455994,-0.20944035
164,3.161236892,-0.239038535
165,3.145733449,-0.268407719
166,3.129952122,-0.29754275
167,3.113899474,-0.326438924
168,3.097582145,-0.355091989
169,3.081006829,-0.383498141
170,3.064180248,-0.411654031
171,3.047109129,-0.439556757
172,3.029800177,-0.467203862
173,3.012260051,-0.494593327
174,2.994495345,-0.521723563
175,2.976512561,-0.548593402
176,2.958318093,-0.575202082
177,2.939918197,-0.601549239
178,2.921318984,-0.627634887
179,2.902526391,-0.653459406
180,2.883546168,-0.679023519
181,2.864383864,-0.70432828
182,2.845044807,-0.729375049
183,2.825534095,-0.754165471
184,2.805856581,-0.778701458
185,2.786016864,-0.802985164
186,2.766019279,-0.827018962
187,2.745867887,-0.850805419
188,2.725566474,-0.874347277
189,2.705118538,-0.897647422
190,2.684527292,-0.920708866
191,2.663795661,-0.943534719
192,2.642926277,-0.966128166
193,2.621921484,-0.988492445
194,2.600783338,-1.010630821
195,2.579513612,-1.032546564
196,2.5581138,-1.054242928
197,2.536585122,-1.075723131
198,2.514928532,-1.096990329
199,2.49314473,-1.118047603
200,2.471234165,-1.138897937
201,2.44919705,-1.159544199
202,2.427033373,-1.179989129
203,2.404742912,-1.200235323
204,2.38232524,-1.220285215
205,2.359779752,-1.240141071
206,2.337105668,-1.259804974
207,2.314302055,-1.279278816
208,2.291367844,-1.29856429
209,2.26830184,-1.317662883
210,2.245102746,-1.336575872
211,2.221769177,-1.355304319
212,2.198299676,-1.37384907
213,2.174692734,-1.392210754
214,2.150946806,-1.410389786
215,2.127060328,-1.428386365
216,2.103031737,-1.446200481
217,2.078859482,-1.463831919
218,2.054542048,-1.481280264
219,2.030077966,-1.498544911
220,2.005465834,-1.515625072
221,1.980704328,-1.532519784
222,1.955792217,-1.549227923
223,1.93072838,-1.565748212
224,1.905511816,-1.582079236
225,1.880141658,-1.598219453
226,1.854617186,-1.614167209
227,1.828937832,-1.629920749
228,1.803103197,-1.645478239
229,1.777113055,-1.660837771
230,1.750967361,-1.675997385
231,1.724666261,-1.690955083
232,1.698210094,-1.705708841
233,1.671599398,-1.720256628
234,1.644834914,-1.734596421
235,1.617917589,-1.748726217
236,1.590848575,-1.762644047
237,1.563629231,-1.776347995
238,1.536261124,-1.789836207
239,1.508746022,-1.803106904
240,1.481085898,-1.816158397
241,1.453282919,-1.828989095
242,1.425339448,-1.841597518
243,1.397258034,-1.853982305
244,1.369041405,-1.866142226
245,1.340692464,-1.878076185
246,1.312214278,-1.889783231
247,1.283610069,-1.90126256
248,1.254883207,-1.912513523
249,1.226037195,-1.923535628
250,1.197075661,-1.934328543
251,1.168002349,-1.944892095
252,1.138821101,-1.955226274
253,1.109535847,-1.965331229
254,1.080150596,-1.975207268
255,1.050669419,-1.984854853
256,1.021096436,-1.994274596
257,0.991435803,-2.003467256
258,0.961691702,-2.012433731
259,0.931868322,-2.02117505
260,0.90196985,-2.029692368
261,0.872000457,-2.037986955
262,0.841964283,-2.046060187
263,0.811865428,-2.053913534
264,0.781707936,-2.061548552
265,0.751495785,-2.068966872
266,0.721232877,-2.076170183
